"","fips","state_id","county","UnempRate","Population","PercBach","MinorityRate","cases","deaths"
"1649",31041,"NE","Custer County, NE","Low","Low","Low","Low",346670,3814
"1650",31043,"NE","Dakota County, NE","Low","Low","High","High",2682067,39169
"1651",31045,"NE","Dawes County, NE","Low","Low","High","Low",37405,806
"1652",31047,"NE","Dawson County, NE","Low","Low","Low","Low",617247,8483
"1653",31049,"NE","Deuel County, NE","Low","Low","Low","Low",29664,208
"1654",31051,"NE","Dixon County, NE","Low","Low","High","Low",34770,522
"1655",31053,"NE","Dodge County, NE","Low","Low","High","Low",1256120,14250
"1656",31055,"NE","Douglas County, NE","Low","Low","Low","High",7625374,89786
"1657",31057,"NE","Dundy County, NE","Low","Low","High","Low",5064,234
"1658",31059,"NE","Fillmore County, NE","Low","Low","Low","Low",83331,480
"1659",31061,"NE","Franklin County, NE","Low","Low","Low","Low",10867139,218177
"1660",31063,"NE","Frontier County, NE","Low","Low","Low","Low",7641,58
"1661",31065,"NE","Furnas County, NE","Low","Low","Low","Low",20551,398
"1662",31067,"NE","Gage County, NE","Low","Low","High","Low",107656,1328
"1663",31069,"NE","Garden County, NE","Low","Low","High","Low",5801,0
"1664",31071,"NE","Garfield County, NE","Low","Low","Low","Low",669245,6194
"1665",31073,"NE","Gosper County, NE","Low","Low","Low","Low",11455,53
"1666",31075,"NE","Grant County, NE","Low","Low","High","Low",1687989,28993
"1667",31077,"NE","Greeley County, NE","Low","Low","Low","Low",16190,20
"1668",31079,"NE","Hall County, NE","Low","Low","Low","Low",2545014,43410
"1669",31081,"NE","Hamilton County, NE","Low","Low","High","Low",7810020,128627
"1670",31083,"NE","Harlan County, NE","Low","Low","High","Low",109827,1840
"1671",31085,"NE","Hayes County, NE","Low","Low","High","Low",2877,0
"1672",31087,"NE","Hitchcock County, NE","Low","Low","High","Low",8004,80
"1673",31089,"NE","Holt County, NE","Low","Low","Low","Low",62289,915
"1674",31091,"NE","Hooker County, NE","Low","Low","Low","Low",3515,94
"1675",31093,"NE","Howard County, NE","Low","Low","High","Low",2013133,50224
"1676",31095,"NE","Jefferson County, NE","Low","Low","High","Low",15825803,309081
"1677",31097,"NE","Johnson County, NE","Low","Low","Low","Low",6158315,100998
"1678",31099,"NE","Kearney County, NE","Low","Low","Low","Low",42643,101
"1679",31101,"NE","Keith County, NE","Low","Low","High","Low",28699,48
"1680",31103,"NE","Keya Paha County, NE","Low","Low","High","Low",1797,0
"1681",31105,"NE","Kimball County, NE","Low","Low","Low","Low",15359,124
"1682",31107,"NE","Knox County, NE","Low","Low","Low","Low",2982515,31708
"1683",31109,"NE","Lancaster County, NE","Low","Low","Low","Low",4295151,125380
"1684",31111,"NE","Lincoln County, NE","Low","Low","High","Low",2971136,39319
"1685",31113,"NE","Logan County, NE","Low","Low","Low","Low",1082458,18834
"1686",31115,"NE","Loup County, NE","Low","Low","High","Low",1875,0
"1687",31117,"NE","McPherson County, NE","Low","Low","Low","Low",132337,1020
"1688",31119,"NE","Madison County, NE","Low","Low","Low","Low",7167895,123804
"1689",31121,"NE","Merrick County, NE","Low","Low","High","Low",37946,405
"1690",31123,"NE","Morrill County, NE","Low","Low","Low","Low",28323,282
"1691",31125,"NE","Nance County, NE","Low","Low","High","Low",20129,190
"1692",31127,"NE","Nemaha County, NE","Low","Low","Low","Low",103833,1637
"1693",31129,"NE","Nuckolls County, NE","Low","Low","High","Low",15828,40
"1694",31131,"NE","Otoe County, NE","Low","Low","High","Low",60380,153
"1695",31133,"NE","Pawnee County, NE","Low","Low","Low","Low",140946,1160
"1696",31135,"NE","Perkins County, NE","Low","Low","Low","Low",26444,1603
"1697",31137,"NE","Phelps County, NE","Low","Low","Low","Low",191664,4097
"1698",31139,"NE","Pierce County, NE","Low","Low","High","Low",2653968,53813
"1699",31141,"NE","Platte County, NE","Low","Low","High","Low",354879,2593
"1700",31143,"NE","Polk County, NE","Low","Low","High","Low",9066243,176153
"1701",31145,"NE","Red Willow County, NE","Low","Low","Low","Low",45003,229
"1702",31147,"NE","Richardson County, NE","Low","Low","High","Low",26230,567
"1703",31149,"NE","Rock County, NE","Low","Low","High","Low",994060,10905
"1704",31151,"NE","Saline County, NE","Low","Low","High","Low",1228782,13017
"1705",31153,"NE","Sarpy County, NE","Low","Low","High","Low",1115351,6081
"1706",31155,"NE","Saunders County, NE","Low","Low","Low","Low",119432,856
"1707",31157,"NE","Scotts Bluff County, NE","Low","Low","High","Low",243908,2445
"1708",31159,"NE","Seward County, NE","Low","Low","Low","Low",511872,2580
"1709",31161,"NE","Sheridan County, NE","Low","Low","High","High",210424,1477
"1710",31163,"NE","Sherman County, NE","Low","Low","Low","Low",59829,974
"1711",31165,"NE","Sioux County, NE","Low","Low","High","Low",429076,3055
"1712",31167,"NE","Stanton County, NE","Low","Low","High","Low",33647,397
"1713",31169,"NE","Thayer County, NE","Low","Low","High","Low",18653,93
"1714",31171,"NE","Thomas County, NE","Low","Low","High","Low",362230,13626
"1715",31173,"NE","Thurston County, NE","Low","Low","Low","High",398597,5739
"1716",31175,"NE","Valley County, NE","Low","Low","Low","Low",85299,749
"1717",31177,"NE","Washington County, NE","Low","Low","High","Low",10598749,179119
"1718",31179,"NE","Wayne County, NE","Low","Low","Low","Low",12133399,793453
"1719",31181,"NE","Webster County, NE","Low","Low","Low","Low",663612,9710
"1720",31183,"NE","Wheeler County, NE","Low","Low","High","Low",75507,2239
"1721",31185,"NE","York County, NE","Low","Low","Low","Low",3036569,55647
"1722",32001,"NV","Churchill County, NV","Low","Low","High","High",66102,1425
"1723",32003,"NV","Clark County, NV","High","Low","High","High",17233114,317066
"1724",32005,"NV","Douglas County, NV","High","Low","Low","Low",7625374,89786
"1725",32007,"NV","Elko County, NV","Low","Low","High","Low",265009,2132
"1726",32009,"NV","Esmeralda County, NV","Low","Low","High","High",873,0
"1727",32011,"NV","Eureka County, NV","Low","Low","High","Low",2190,0
"1728",32013,"NV","Humboldt County, NV","Low","Low","Low","Low",227251,3456
"1729",32015,"NV","Lander County, NV","Low","Low","High","Low",23773,415
"1730",32017,"NV","Lincoln County, NV","Low","Low","High","Low",2971136,39319
"1731",32019,"NV","Lyon County, NV","High","Low","Low","Low",731679,11606
"1732",32021,"NV","Mineral County, NV","Low","Low","Low","High",114777,2366
"1733",32023,"NV","Nye County, NV","High","Low","Low","Low",142011,3247
"1734",32027,"NV","Pershing County, NV","Low","Low","Low","Low",13232,78
"1735",32029,"NV","Storey County, NV","High","Low","Low","Low",4071,59
"1736",32031,"NV","Washoe County, NV","High","Low","Low","High",2579136,39716
"1737",32033,"NV","White Pine County, NV","Low","Low","Low","Low",22080,224
"1738",32510,"NV","Carson City, NV","High","Low","Low","Low",226387,2686
"1739",33001,"NH","Belknap County, NH","High","Low","Low","Low",76099,1808
"1740",33003,"NH","Carroll County, NH","High","Low","High","Low",2260927,67235
"1741",33005,"NH","Cheshire County, NH","Low","Low","High","Low",59160,748
"1742",33007,"NH","Coos County, NH","High","Low","Low","Low",70293,661
"1743",33009,"NH","Grafton County, NH","Low","Low","High","Low",60382,399
"1744",33011,"NH","Hillsborough County, NH","High","Low","High","Low",9503925,189811
"1745",33013,"NH","Merrimack County, NH","Low","Low","High","Low",236338,6062
"1746",33015,"NH","Rockingham County, NH","High","Low","High","Low",1331580,30996
"1747",33017,"NH","Strafford County, NH","Low","Low","High","Low",185594,3465
"1748",33019,"NH","Sullivan County, NH","Low","Low","Low","Low",1252497,21371
"1749",34001,"NJ","Atlantic County, NJ","High","Low","High","High",1122202,58412
"1750",34003,"NJ","Bergen County, NJ","High","Low","High","High",6329113,496226
"1751",34005,"NJ","Burlington County, NJ","High","Low","High","High",1991401,112272
"1752",34007,"NJ","Camden County, NJ","High","Low","High","High",3277962,144154
"1753",34009,"NJ","Cape May County, NJ","High","Low","High","Low",258949,21418
"1754",34011,"NJ","Cumberland County, NJ","High","Low","High","High",3667132,96150
"1755",34013,"NJ","Essex County, NJ","High","Low","High","High",11820746,818080
"1756",34015,"NJ","Gloucester County, NJ","High","Low","High","High",1267343,54147
"1757",34017,"NJ","Hudson County, NJ","High","Low","High","High",5893005,364001
"1758",34019,"NJ","Hunterdon County, NJ","High","Low","High","Low",390694,27615
"1759",34021,"NJ","Mercer County, NJ","High","Low","High","High",3257380,166492
"1760",34023,"NJ","Middlesex County, NJ","High","Low","Low","High",13873646,889355
"1761",34025,"NJ","Monmouth County, NJ","High","Low","High","Low",3332046,202951
"1762",34027,"NJ","Morris County, NJ","High","Low","High","High",2383729,199581
"1763",34029,"NJ","Ocean County, NJ","High","Low","High","Low",3560974,246623
"1764",34031,"NJ","Passaic County, NJ","High","Low","High","High",5339371,296579
"1765",34033,"NJ","Salem County, NJ","High","Low","High","High",269765,19051
"1766",34035,"NJ","Somerset County, NJ","High","Low","High","High",1898787,140579
"1767",34037,"NJ","Sussex County, NJ","High","Low","High","Low",2248358,97803
"1768",34039,"NJ","Union County, NJ","High","Low","High","High",7907543,375912
"1769",34041,"NJ","Warren County, NJ","High","Low","High","Low",3739324,89759
"1770",35001,"NM","Bernalillo County, NM","High","Low","Low","High",2461507,45004
"1771",35003,"NM","Catron County, NM","High","Low","High","Low",3168,290
"1772",35005,"NM","Chaves County, NM","High","Low","High","Low",403282,4102
"1773",35006,"NM","Cibola County, NM","High","Low","High","High",210150,5514
"1774",35007,"NM","Colfax County, NM","High","Low","High","Low",225616,2000
"1775",35009,"NM","Curry County, NM","Low","Low","High","Low",290692,2246
"1776",35011,"NM","De Baca County, NM","Low","Low","High","Low",3031,0
"1777",35013,"NM","Dona Ana County, NM","High","Low","Low","Low",1204916,16769
"1778",35015,"NM","Eddy County, NM","Low","Low","Low","Low",288070,4210
"1779",35017,"NM","Grant County, NM","High","Low","Low","Low",1687989,28993
"1780",35019,"NM","Guadalupe County, NM","Low","Low","Low","Low",458317,12470
"1781",35021,"NM","Harding County, NM","Low","Low","Low","Low",6043,9
"1782",35023,"NM","Hidalgo County, NM","Low","Low","Low","Low",5682013,266671
"1783",35025,"NM","Lea County, NM","High","Low","High","Low",417411,4864
"1784",35027,"NM","Lincoln County, NM","High","Low","Low","Low",2971136,39319
"1785",35028,"NM","Los Alamos County, NM","Low","Low","High","Low",13343,0
"1786",35029,"NM","Luna County, NM","High","Low","Low","Low",159982,2456
"1787",35031,"NM","McKinley County, NM","High","Low","High","High",1098886,53236
"1788",35033,"NM","Mora County, NM","High","Low","Low","Low",3923,10
"1789",35035,"NM","Otero County, NM","High","Low","Low","High",378005,4810
"1790",35037,"NM","Quay County, NM","High","Low","High","Low",21579,511
"1791",35039,"NM","Rio Arriba County, NM","High","Low","High","High",127897,2730
"1792",35041,"NM","Roosevelt County, NM","Low","Low","Low","Low",194674,4153
"1793",35043,"NM","Sandoval County, NM","High","Low","Low","High",510624,11474
"1794",35045,"NM","San Juan County, NM","High","Low","Low","High",1068459,50725
"1795",35047,"NM","San Miguel County, NM","High","Low","Low","Low",66296,91
"1796",35049,"NM","Santa Fe County, NM","High","Low","Low","Low",423864,3196
"1797",35051,"NM","Sierra County, NM","High","Low","Low","Low",27647,774
"1798",35053,"NM","Socorro County, NM","High","Low","Low","High",53949,2751
"1799",35055,"NM","Taos County, NM","High","Low","High","Low",64096,1663
"1800",35057,"NM","Torrance County, NM","High","Low","Low","Low",37876,300
"1801",35059,"NM","Union County, NM","Low","Low","Low","Low",7907543,375912
"1802",35061,"NM","Valencia County, NM","High","Low","High","Low",267550,2483
"1803",36001,"NY","Albany County, NY","High","Low","Low","High",1103826,35498
"1804",36003,"NY","Allegany County, NY","High","Low","High","Low",340639,11927
"1805",36005,"NY","Bronx County, NY","High","Low","Low","High",13861703,1236752
"1806",36007,"NY","Broome County, NY","High","Low","Low","Low",572496,22146
"1807",36009,"NY","Cattaraugus County, NY","High","Low","Low","Low",115333,2810
"1808",36011,"NY","Cayuga County, NY","High","Low","High","Low",104470,892
"1809",36013,"NY","Chautauqua County, NY","High","Low","High","Low",182218,1378
"1810",36015,"NY","Chemung County, NY","High","Low","High","Low",258352,4061
"1811",36017,"NY","Chenango County, NY","Low","Low","Low","Low",82852,1387
"1812",36019,"NY","Clinton County, NY","High","Low","High","Low",1444383,27366
"1813",36021,"NY","Columbia County, NY","Low","Low","Low","Low",2307534,47395
"1814",36023,"NY","Cortland County, NY","High","Low","Low","Low",95740,579
"1815",36025,"NY","Delaware County, NY","High","Low","High","Low",4545908,213979
"1816",36027,"NY","Dutchess County, NY","High","Low","High","High",1374513,40789
"1817",36029,"NY","Erie County, NY","High","Low","Low","High",4098280,181705
"1818",36031,"NY","Essex County, NY","High","Low","High","Low",11820746,818080
"1819",36033,"NY","Franklin County, NY","High","Low","High","High",10867139,218177
"1820",36035,"NY","Fulton County, NY","High","Low","High","Low",6308351,131880
"1821",36037,"NY","Genesee County, NY","High","Low","Low","Low",1728541,85267
"1822",36039,"NY","Greene County, NY","High","Low","High","Low",3436801,66823
"1823",36041,"NY","Hamilton County, NY","High","Low","High","Low",7810020,128627
"1824",36043,"NY","Herkimer County, NY","High","Low","High","Low",100472,1809
"1825",36045,"NY","Jefferson County, NY","High","Low","Low","Low",15825803,309081
"1826",36047,"NY","Kings County, NY","High","Low","Low","High",19679433,1856062
"1827",36049,"NY","Lewis County, NY","High","Low","Low","Low",360387,7180
"1828",36051,"NY","Livingston County, NY","High","Low","High","Low",878118,14638
"1829",36053,"NY","Madison County, NY","High","Low","Low","Low",7167895,123804
"1830",36055,"NY","Monroe County, NY","High","Low","Low","High",5435794,166229
"1831",36057,"NY","Montgomery County, NY","High","Low","Low","Low",17144036,540993
"1832",36059,"NY","Nassau County, NY","High","Low","High","High",13117805,627536
"1833",36061,"NY","New York County, NY","High","Low","Low","High",8950776,794894
"1834",36063,"NY","Niagara County, NY","High","Low","High","Low",544541,20652
"1835",36065,"NY","Oneida County, NY","High","Low","High","Low",917389,30671
"1836",36067,"NY","Onondaga County, NY","High","Low","High","High",1367972,45657
"1837",36069,"NY","Ontario County, NY","High","Low","Low","Low",164358,6562
"1838",36071,"NY","Orange County, NY","High","Low","High","High",24106517,441269
"1839",36073,"NY","Orleans County, NY","High","Low","High","Low",111265,11506
"1840",36075,"NY","Oswego County, NY","High","Low","High","Low",163178,1102
"1841",36077,"NY","Otsego County, NY","High","Low","High","Low",151165,4516
"1842",36079,"NY","Putnam County, NY","High","Low","High","Low",2291169,50448
"1843",36081,"NY","Queens County, NY","High","Low","High","High",19329831,1797882
"1844",36083,"NY","Rensselaer County, NY","Low","Low","High","Low",265974,10673
"1845",36085,"NY","Richmond County, NY","High","Low","Low","High",6155162,310502
"1846",36087,"NY","Rockland County, NY","High","Low","Low","High",4244950,127628
"1847",36089,"NY","St. Lawrence County, NY","High","Low","High","Low",114388,1721
"1848",36091,"NY","Saratoga County, NY","Low","Low","High","Low",316121,3179
"1849",36093,"NY","Schenectady County, NY","High","Low","High","High",384223,11090
"1850",36095,"NY","Schoharie County, NY","High","Low","High","Low",29118,320
"1851",36097,"NY","Schuyler County, NY","High","Low","High","Low",60949,627
"1852",36099,"NY","Seneca County, NY","High","Low","High","Low",208338,3247
"1853",36101,"NY","Steuben County, NY","High","Low","High","Low",340656,13303
"1854",36103,"NY","Suffolk County, NY","High","Low","High","High",19228742,779018
"1855",36105,"NY","Sullivan County, NY","High","Low","High","High",1252497,21371
"1856",36107,"NY","Tioga County, NY","High","Low","High","Low",187199,8555
"1857",36109,"NY","Tompkins County, NY","Low","Low","High","High",129648,495
"1858",36111,"NY","Ulster County, NY","High","Low","Low","Low",614296,17963
"1859",36113,"NY","Warren County, NY","High","Low","High","Low",3739324,89759
"1860",36115,"NY","Washington County, NY","High","Low","High","Low",10598749,179119
"1861",36117,"NY","Wayne County, NY","High","Low","High","Low",12133399,793453
"1862",36119,"NY","Westchester County, NY","High","Low","High","High",10508851,385376
"1863",36121,"NY","Wyoming County, NY","High","Low","High","Low",158291,4937
"1864",36123,"NY","Yates County, NY","Low","Low","High","Low",28012,1499
"1865",37001,"NC","Alamance County, NC","High","Low","Low","High",870448,13585
"1866",37003,"NC","Alexander County, NC","High","Low","High","Low",182488,1887
"1867",37005,"NC","Alleghany County, NC","High","Low","High","Low",82917,1347
"1868",37007,"NC","Anson County, NC","High","Low","Low","High",119918,1491
"1869",37009,"NC","Ashe County, NC","Low","Low","High","Low",77314,645
"1870",37011,"NC","Avery County, NC","Low","Low","High","Low",87597,494
"1871",37013,"NC","Beaufort County, NC","Low","Low","High","High",1230159,19497
"1872",37015,"NC","Bertie County, NC","Low","Low","Low","High",115037,2665
"1873",37017,"NC","Bladen County, NC","High","Low","Low","High",180193,2669
"1874",37019,"NC","Brunswick County, NC","High","Low","Low","Low",442184,7741
"1875",37021,"NC","Buncombe County, NC","High","Low","Low","Low",679868,19030
"1876",37023,"NC","Burke County, NC","High","Low","High","Low",692542,11430
"1877",37025,"NC","Cabarrus County, NC","Low","Low","Low","High",884139,15202
"1878",37027,"NC","Caldwell County, NC","High","Low","Low","Low",783663,9566
"1879",37029,"NC","Camden County, NC","Low","Low","Low","High",3277962,144154
"1880",37031,"NC","Carteret County, NC","Low","Low","High","Low",177877,1612
"1881",37033,"NC","Caswell County, NC","High","Low","High","High",92902,852
"1882",37035,"NC","Catawba County, NC","High","Low","Low","High",783870,11029
"1883",37037,"NC","Chatham County, NC","Low","Low","High","High",1898359,40962
"1884",37039,"NC","Cherokee County, NC","High","Low","Low","Low",2509424,40122
"1885",37041,"NC","Chowan County, NC","Low","Low","Low","High",70274,1464
"1886",37043,"NC","Clay County, NC","High","Low","High","Low",2512056,50879
"1887",37045,"NC","Cleveland County, NC","High","Low","Low","High",1930046,31994
"1888",37047,"NC","Columbus County, NC","High","Low","High","High",321070,12176
"1889",37049,"NC","Craven County, NC","Low","Low","High","High",342080,8012
"1890",37051,"NC","Cumberland County, NC","High","Low","Low","High",3667132,96150
"1891",37053,"NC","Currituck County, NC","Low","Low","Low","Low",39107,522
"1892",37055,"NC","Dare County, NC","High","Low","High","Low",71064,580
"1893",37057,"NC","Davidson County, NC","High","Low","Low","Low",7099972,69688
"1894",37059,"NC","Davie County, NC","Low","Low","Low","Low",146102,1544
"1895",37061,"NC","Duplin County, NC","Low","Low","High","High",504247,10307
"1896",37063,"NC","Durham County, NC","Low","Low","High","High",1681153,20839
"1897",37065,"NC","Edgecombe County, NC","High","Low","High","High",296341,8320
"1898",37067,"NC","Forsyth County, NC","High","Low","High","High",2559947,29525
"1899",37069,"NC","Franklin County, NC","Low","Low","Low","High",10867139,218177
"1900",37071,"NC","Gaston County, NC","High","Low","High","High",1200757,19452
"1901",37073,"NC","Gates County, NC","Low","Low","Low","High",26403,811
"1902",37075,"NC","Graham County, NC","High","Low","High","Low",260554,5653
"1903",37077,"NC","Granville County, NC","Low","Low","Low","High",371869,8947
"1904",37079,"NC","Greene County, NC","Low","Low","High","High",3436801,66823
"1905",37081,"NC","Guilford County, NC","High","Low","Low","High",2018681,40293
"1906",37083,"NC","Halifax County, NC","High","Low","Low","High",325386,5620
"1907",37085,"NC","Harnett County, NC","High","Low","Low","High",485872,12140
"1908",37087,"NC","Haywood County, NC","High","Low","Low","Low",331512,8889
"1909",37089,"NC","Henderson County, NC","Low","Low","High","Low",1169188,27846
"1910",37091,"NC","Hertford County, NC","Low","Low","Low","High",133576,5172
"1911",37093,"NC","Hoke County, NC","High","Low","High","High",253278,3558
"1912",37095,"NC","Hyde County, NC","High","Low","Low","High",32259,568
"1913",37097,"NC","Iredell County, NC","High","Low","Low","High",658989,6380
"1914",37099,"NC","Jackson County, NC","High","Low","High","Low",5185892,90335
"1915",37101,"NC","Johnston County, NC","Low","Low","High","High",1059649,13296
"1916",37103,"NC","Jones County, NC","Low","Low","Low","High",1032599,21862
"1917",37105,"NC","Lee County, NC","High","Low","Low","High",7279484,145230
"1918",37107,"NC","Lenoir County, NC","Low","Low","Low","High",249330,6263
"1919",37109,"NC","Lincoln County, NC","Low","Low","High","Low",2971136,39319
"1920",37111,"NC","McDowell County, NC","High","Low","High","Low",266290,4701
"1921",37113,"NC","Macon County, NC","Low","Low","High","Low",1126553,24443
"1922",37115,"NC","Madison County, NC","Low","Low","Low","Low",7167895,123804
"1923",37117,"NC","Martin County, NC","Low","Low","Low","High",1276300,32639
"1924",37119,"NC","Mecklenburg County, NC","High","Low","Low","High",6298585,77548
"1925",37121,"NC","Mitchell County, NC","High","Low","High","Low",337344,12809
"1926",37123,"NC","Montgomery County, NC","Low","Low","Low","High",17144036,540993
"1927",37125,"NC","Moore County, NC","High","Low","High","High",699669,12790
"1928",37129,"NC","New Hanover County, NC","High","Low","Low","High",837829,6736
"1929",37131,"NC","Northampton County, NC","High","Low","High","High",1528394,82303
"1930",37133,"NC","Onslow County, NC","High","Low","Low","High",536839,4842
"1931",37135,"NC","Orange County, NC","Low","Low","Low","High",24106517,441269
"1932",37137,"NC","Pamlico County, NC","Low","Low","High","High",43323,413
"1933",37139,"NC","Pasquotank County, NC","High","Low","Low","High",146521,5843
"1934",37141,"NC","Pender County, NC","Low","Low","High","High",223577,1780
"1935",37143,"NC","Perquimans County, NC","Low","Low","Low","High",39746,681
"1936",37145,"NC","Person County, NC","High","Low","High","High",109946,1482
"1937",37147,"NC","Pitt County, NC","Low","Low","High","High",938930,5884
"1938",37149,"NC","Polk County, NC","Low","Low","Low","Low",9066243,176153
"1939",37151,"NC","Randolph County, NC","High","Low","High","Low",1545414,31971
"1940",37153,"NC","Richmond County, NC","High","Low","High","High",6155162,310502
"1941",37155,"NC","Robeson County, NC","High","Low","Low","High",946645,16063
"1942",37157,"NC","Rockingham County, NC","High","Low","Low","High",1331580,30996
"1943",37159,"NC","Rowan County, NC","High","Low","High","High",827506,20128
"1944",37161,"NC","Rutherford County, NC","High","Low","High","Low",2523745,30318
"1945",37163,"NC","Sampson County, NC","Low","Low","Low","High",446514,5254
"1946",37165,"NC","Scotland County, NC","High","Low","Low","High",216933,3705
"1947",37167,"NC","Stanly County, NC","Low","Low","Low","Low",379441,9388
"1948",37169,"NC","Stokes County, NC","Low","Low","Low","Low",125551,1555
"1949",37171,"NC","Surry County, NC","Low","Low","Low","Low",353885,5565
"1950",37173,"NC","Swain County, NC","High","Low","Low","High",44412,637
"1951",37175,"NC","Transylvania County, NC","Low","Low","Low","Low",65651,1121
"1952",37177,"NC","Tyrrell County, NC","High","Low","Low","High",21014,417
"1953",37179,"NC","Union County, NC","Low","Low","Low","High",7907543,375912
"1954",37181,"NC","Vance County, NC","High","Low","Low","High",242049,10088
"1955",37183,"NC","Wake County, NC","Low","Low","Low","High",3820604,43688
"1956",37185,"NC","Warren County, NC","High","Low","Low","High",3739324,89759
"1957",37187,"NC","Washington County, NC","High","Low","High","High",10598749,179119
"1958",37189,"NC","Watauga County, NC","Low","Low","Low","Low",177118,642
"1959",37191,"NC","Wayne County, NC","Low","Low","High","High",12133399,793453
"1960",37193,"NC","Wilkes County, NC","Low","Low","Low","Low",382913,7283
"1961",37195,"NC","Wilson County, NC","High","Low","High","High",1541861,26080
"1962",37197,"NC","Yadkin County, NC","High","Low","Low","Low",188834,2063
"1963",37199,"NC","Yancey County, NC","Low","Low","Low","Low",48910,194
"1964",38001,"ND","Adams County, ND","Low","Low","Low","Low",4493161,83550
"1965",38003,"ND","Barnes County, ND","Low","Low","Low","Low",75912,893
"1966",38005,"ND","Benson County, ND","High","Low","Low","High",76320,1329
"1967",38007,"ND","Billings County, ND","Low","Low","Low","Low",3785,0
"1968",38009,"ND","Bottineau County, ND","Low","Low","Low","Low",39872,1539
"1969",38011,"ND","Bowman County, ND","Low","Low","High","Low",17378,234
"1970",38013,"ND","Burke County, ND","Low","Low","High","Low",692542,11430
"1971",38015,"ND","Burleigh County, ND","Low","Low","High","Low",1023901,11068
"1972",38017,"ND","Cass County, ND","Low","Low","Low","Low",2823030,38161
"1973",38019,"ND","Cavalier County, ND","Low","Low","High","Low",25233,176
"1974",38021,"ND","Dickey County, ND","Low","Low","High","Low",41426,1580
"1975",38023,"ND","Divide County, ND","Low","Low","Low","Low",8738,121
"1976",38025,"ND","Dunn County, ND","Low","Low","Low","High",242201,1289
"1977",38027,"ND","Eddy County, ND","Low","Low","High","Low",288070,4210
"1978",38029,"ND","Emmons County, ND","Low","Low","High","Low",32281,947
"1979",38031,"ND","Foster County, ND","Low","Low","High","Low",33193,734
"1980",38033,"ND","Golden Valley County, ND","Low","Low","High","Low",16985,0
"1981",38035,"ND","Grand Forks County, ND","Low","Low","Low","Low",695449,4144
"1982",38037,"ND","Grant County, ND","Low","Low","Low","Low",1687989,28993
"1983",38039,"ND","Griggs County, ND","Low","Low","Low","Low",19135,181
"1984",38041,"ND","Hettinger County, ND","Low","Low","Low","Low",18485,216
"1985",38043,"ND","Kidder County, ND","Low","Low","High","Low",16435,389
"1986",38045,"ND","LaMoure County, ND","Low","Low","High","Low",29465,986
"1987",38047,"ND","Logan County, ND","Low","Low","High","Low",1082458,18834
"1988",38049,"ND","McHenry County, ND","Low","Low","Low","Low",1485438,30617
"1989",38051,"ND","McIntosh County, ND","Low","Low","High","Low",160967,3124
"1990",38053,"ND","McKenzie County, ND","High","Low","Low","High",76236,652
"1991",38055,"ND","McLean County, ND","Low","Low","Low","Low",893660,9196
"1992",38057,"ND","Mercer County, ND","Low","Low","High","Low",3257380,166492
"1993",38059,"ND","Morton County, ND","Low","Low","Low","Low",358695,7084
"1994",38061,"ND","Mountrail County, ND","Low","Low","Low","High",89578,1057
"1995",38063,"ND","Nelson County, ND","Low","Low","Low","Low",229430,1876
"1996",38065,"ND","Oliver County, ND","Low","Low","High","Low",10165,136
"1997",38067,"ND","Pembina County, ND","Low","Low","Low","Low",43523,348
"1998",38069,"ND","Pierce County, ND","Low","Low","Low","Low",2653968,53813
"1999",38071,"ND","Ramsey County, ND","Low","Low","High","High",3084167,76768
"2000",38073,"ND","Ransom County, ND","Low","Low","Low","Low",34217,496
"2001",38075,"ND","Renville County, ND","Low","Low","High","Low",84742,2792
"2002",38077,"ND","Richland County, ND","Low","Low","Low","Low",3447825,55521
"2003",38079,"ND","Rolette County, ND","High","Low","Low","High",100297,1299
"2004",38081,"ND","Sargent County, ND","Low","Low","High","Low",23896,296
"2005",38083,"ND","Sheridan County, ND","Low","Low","High","Low",210424,1477
"2006",38085,"ND","Sioux County, ND","Low","Low","Low","High",429076,3055
"2007",38087,"ND","Slope County, ND","Low","Low","Low","Low",2324,0
"2008",38089,"ND","Stark County, ND","High","Low","Low","Low",1412008,42961
"2009",38091,"ND","Steele County, ND","Low","Low","Low","Low",187922,711
"2010",38093,"ND","Stutsman County, ND","Low","Low","Low","Low",190882,3144
"2011",38095,"ND","Towner County, ND","Low","Low","Low","Low",15370,590
"2012",38097,"ND","Traill County, ND","Low","Low","Low","Low",55853,786
"2013",38099,"ND","Walsh County, ND","Low","Low","High","Low",103895,913
"2014",38101,"ND","Ward County, ND","Low","Low","High","Low",570499,9270
"2015",38103,"ND","Wells County, ND","Low","Low","High","Low",138781,2706
"2016",38105,"ND","Williams County, ND","High","Low","High","Low",381221,3520
"2017",39001,"OH","Adams County, OH","High","Low","High","Low",4493161,83550
"2018",39003,"OH","Allen County, OH","High","Low","Low","High",2545714,67735
"2019",39005,"OH","Ashland County, OH","Low","Low","High","Low",169462,2954
"2020",39007,"OH","Ashtabula County, OH","High","Low","Low","Low",245513,11251
"2021",39009,"OH","Athens County, OH","High","Low","High","Low",201897,601
"2022",39011,"OH","Auglaize County, OH","High","Low","High","Low",215807,3528
"2023",39013,"OH","Belmont County, OH","High","Low","Low","Low",227498,5954
"2024",39015,"OH","Brown County, OH","High","Low","Low","Low",3283747,30712
"2025",39017,"OH","Butler County, OH","High","Low","Low","High",3020948,45139
